EmployeeID,Department,Position,Gender,Age,Education,ExperienceYears,City,ContractType,HireDate,Year,Salary,Bonus,PerformanceScore,SickLeave,VacationLeave,OvertimeHours,TrainingHours,MaritalStatus,PromotionLast5Years,JobLevel,Attrition
1132,Operations,Executive,Female,56,Diploma,13,Bangalore,Permanent,2019-09-06 07:34:37,2024,1756098,139133,4,8,22,9,30,Married,No,Senior,No
1133,IT,Associate,Female,49,PhD,6,Delhi,Contract,2022-11-06 01:11:52,2019,811933,272196,1,13,28,41,72,Single,No,Manager,Yes
1134,IT,Senior Engineer,Female,22,Bachelor,13,Mumbai,Permanent,2020-10-05 11:00:55,2024,1526993,291896,2,3,12,21,20,Married,No,Mid,No
1135,Finance,Director,Female,39,Bachelor,9,Hyderabad,Permanent,2018-08-27 04:59:39,2020,1491533,232620,5,0,28,38,26,Single,Yes,Manager,No
1136,Sales,Associate,Male,54,Bachelor,16,Mumbai,Contract,2016-02-29 07:00:11,2022,1982545,218675,5,10,22,59,40,Married,No,Manager,No
1137,Marketing,Manager,Female,33,Master,13,Mumbai,Contract,2015-03-25 17:20:46,2020,1130258,182550,3,9,17,21,62,Married,No,Manager,No
1138,HR,Manager,Male,29,Master,7,Mumbai,Permanent,2022-05-16 01:44:27,2020,1928461,267496,2,11,29,36,59,Single,Yes,Mid,No
1139,Sales,Senior Engineer,Male,45,PhD,3,Mumbai,Permanent,2017-10-31 16:41:18,2019,397375,84467,4,2,11,51,39,Married,No,Junior,No
1140,Operations,Director,Female,37,Diploma,15,Mumbai,Contract,2022-10-14 00:41:01,2019,1700167,275908,3,5,25,38,29,Single,No,Manager,No
1141,IT,Director,Male,25,Diploma,12,Delhi,Permanent,2016-01-03 23:10:17,2022,828671,285192,2,13,27,19,76,Single,Yes,Junior,No
1142,Sales,Associate,Female,59,Bachelor,19,Hyderabad,Permanent,2020-12-30 02:56:18,2023,392313,269212,3,10,28,9,65,Single,No,Senior,No
1143,Marketing,Associate,Female,48,MBA,17,Mumbai,Contract,2018-05-20 17:14:00,2020,1120793,78906,1,12,29,9,22,Married,No,Senior,No
1144,Operations,Director,Male,30,Master,13,Mumbai,Permanent,2016-09-16 23:25:27,2024,380294,178497,2,12,22,25,62,Married,Yes,Mid,No
1145,HR,Associate,Male,37,Master,17,Mumbai,Contract,2015-08-22 22:47:01,2022,1934195,258117,4,10,10,24,61,Married,No,Mid,No
1146,HR,Director,Female,33,Bachelor,4,Mumbai,Permanent,2015-08-27 18:31:15,2020,395057,234460,4,7,13,52,67,Married,No,Mid,No
1147,Marketing,Executive,Female,52,Master,8,Pune,Contract,2018-01-11 12:13:16,2023,451601,140918,2,12,10,55,16,Single,Yes,Mid,No
1148,Marketing,Director,Male,45,Bachelor,2,Pune,Contract,2015-12-11 11:57:02,2024,683829,240979,3,9,22,27,15,Single,No,Junior,No
1149,IT,Manager,Male,35,PhD,7,Bangalore,Contract,2023-02-13 13:57:14,2020,1445493,268505,5,1,21,12,17,Married,No,Mid,No
1150,HR,Associate,Male,46,Diploma,19,Mumbai,Permanent,2023-06-29 10:03:46,2021,1842708,31957,2,7,16,14,39,Married,No,Junior,No
1151,Operations,Director,Male,55,MBA,9,Bangalore,Contract,2016-02-16 18:34:54,2022,593076,37829,4,13,7,59,31,Single,No,Manager,No
1152,Sales,Director,Female,24,Diploma,18,Delhi,Permanent,2022-04-21 14:13:11,2019,815303,287981,1,12,9,59,71,Married,No,Manager,No
1153,Operations,Associate,Female,45,Diploma,20,Bangalore,Contract,2023-04-07 10:34:55,2020,1612628,166104,4,0,11,5,49,Single,No,Senior,Yes
1154,Finance,Executive,Female,30,PhD,2,Hyderabad,Contract,2017-02-01 04:18:24,2024,1322762,119770,5,10,14,51,78,Married,No,Senior,No
1155,Finance,Executive,Female,47,Master,10,Pune,Contract,2021-02-02 14:32:31,2024,806705,46352,4,1,14,11,71,Married,No,Junior,No
1156,Marketing,Associate,Male,41,MBA,10,Pune,Permanent,2019-12-11 13:36:18,2022,1772150,50215,5,7,23,18,26,Married,No,Mid,Yes
1157,IT,Analyst,Male,31,Master,16,Mumbai,Permanent,2021-04-27 13:56:26,2022,854700,225714,2,6,29,31,46,Single,No,Senior,Yes
1158,Finance,Associate,Female,40,Diploma,15,Mumbai,Contract,2024-01-22 21:57:03,2024,553928,149692,4,4,8,10,24,Single,No,Junior,No
1159,HR,Associate,Female,24,Bachelor,6,Delhi,Permanent,2019-02-06 23:23:48,2024,1560680,194120,3,14,14,37,52,Married,No,Senior,No
1160,Operations,Executive,Female,45,Diploma,3,Delhi,Permanent,2017-11-10 18:09:03,2024,302928,270186,3,12,22,32,22,Married,Yes,Mid,No
1161,Operations,Executive,Female,26,Master,18,Hyderabad,Permanent,2024-04-11 09:57:13,2020,1151590,226604,4,9,7,1,74,Married,No,Junior,No
1162,Marketing,Associate,Female,24,Diploma,11,Mumbai,Contract,2020-05-01 13:28:45,2024,1510280,86714,4,1,25,54,78,Married,No,Senior,No
1163,Sales,Associate,Female,48,Bachelor,14,Mumbai,Permanent,2023-02-18 22:47:53,2019,332309,139058,1,8,7,14,10,Married,No,Mid,No
1164,Marketing,Associate,Female,37,PhD,10,Delhi,Contract,2022-02-21 03:17:27,2024,1095712,298169,4,4,9,35,43,Married,No,Junior,No
1165,Sales,Executive,Female,36,Master,4,Delhi,Contract,2017-12-23 21:10:28,2019,340449,29780,1,7,20,4,15,Married,Yes,Junior,No
1166,Marketing,Associate,Female,56,Diploma,4,Delhi,Contract,2016-02-22 23:53:42,2020,1304675,193988,1,12,24,14,29,Married,No,Junior,No
1167,Marketing,Associate,Male,33,Master,14,Pune,Permanent,2020-04-08 00:14:54,2022,1113389,95503,1,3,17,42,59,Single,No,Manager,No
1168,Marketing,Senior Engineer,Female,47,PhD,17,Bangalore,Contract,2015-10-31 06:12:06,2019,1681219,181928,1,13,15,9,62,Single,No,Junior,No
1169,Sales,Analyst,Male,55,Diploma,10,Bangalore,Permanent,2023-03-28 06:59:03,2020,917345,29179,2,8,17,16,41,Single,Yes,Senior,No
1170,Sales,Manager,Male,44,Diploma,11,Mumbai,Permanent,2020-06-25 12:17:39,2024,1720785,189695,3,9,23,33,20,Single,No,Junior,No
1171,Marketing,Analyst,Female,52,Master,1,Pune,Contract,2017-09-04 21:57:03,2020,805074,168659,1,6,10,51,74,Married,No,Junior,No
1172,Finance,Senior Engineer,Female,41,Master,19,Delhi,Contract,2020-08-09 11:16:07,2024,977055,174805,3,1,28,23,77,Single,Yes,Junior,No
1173,IT,Manager,Male,33,Bachelor,14,Mumbai,Contract,2018-10-17 06:30:40,2020,899181,277282,1,2,17,9,41,Single,No,Junior,No
1174,IT,Associate,Male,44,PhD,19,Pune,Permanent,2018-03-24 22:42:54,2022,1804915,119423,3,13,8,51,57,Married,No,Junior,No
1175,IT,Senior Engineer,Female,25,Bachelor,3,Hyderabad,Permanent,2017-06-27 00:56:47,2019,1111608,143076,4,1,29,29,20,Single,No,Manager,No
1176,Sales,Associate,Male,44,Diploma,17,Pune,Contract,2020-11-06 00:39:56,2022,973769,155047,4,4,26,2,22,Single,No,Mid,No
1177,Sales,Executive,Female,22,Master,5,Mumbai,Contract,2016-10-27 03:43:31,2021,1079824,274477,3,1,9,50,23,Single,No,Manager,No
1178,Finance,Director,Female,46,Diploma,18,Bangalore,Permanent,2024-03-29 23:00:53,2024,1143399,229527,1,4,23,59,48,Single,No,Senior,No
1179,IT,Senior Engineer,Female,23,Diploma,10,Delhi,Permanent,2023-12-16 22:57:01,2019,1873851,196535,2,12,9,36,6,Single,Yes,Mid,No
1180,IT,Executive,Male,51,MBA,1,Hyderabad,Contract,2023-02-20 14:56:47,2022,1547149,193226,3,8,25,2,62,Married,Yes,Senior,No
1181,Marketing,Senior Engineer,Male,24,MBA,7,Pune,Permanent,2017-07-17 13:11:56,2019,536692,226748,5,1,18,39,14,Married,Yes,Junior,No
1182,Sales,Senior Engineer,Female,42,Diploma,10,Mumbai,Permanent,2024-07-26 06:46:03,2021,1183286,106706,2,8,8,4,50,Married,Yes,Senior,No
1183,IT,Executive,Male,46,Master,4,Mumbai,Permanent,2018-12-18 01:23:53,2023,1374591,136905,5,6,16,27,23,Single,No,Manager,No
1184,Operations,Manager,Male,41,Diploma,17,Delhi,Permanent,2015-03-15 20:26:38,2024,1836519,48830,3,6,10,43,42,Single,No,Manager,Yes
1185,Finance,Analyst,Male,43,MBA,17,Mumbai,Permanent,2021-02-25 17:29:21,2024,674494,37401,1,13,23,13,41,Single,Yes,Junior,No
1186,Operations,Associate,Male,42,Master,13,Mumbai,Permanent,2016-08-20 16:27:24,2020,416751,138278,5,4,14,38,49,Married,Yes,Junior,Yes
1187,Operations,Senior Engineer,Male,54,Diploma,9,Delhi,Contract,2021-08-24 22:29:01,2024,348231,196239,3,7,5,10,38,Single,No,Mid,No
1188,Finance,Associate,Male,59,PhD,2,Hyderabad,Permanent,2020-03-20 05:08:33,2024,1639025,245253,2,6,27,7,6,Single,Yes,Manager,Yes
1189,Operations,Director,Male,36,PhD,8,Bangalore,Contract,2023-11-09 20:03:32,2022,1402882,146543,1,5,27,36,48,Single,No,Manager,No
1190,IT,Executive,Female,36,Diploma,2,Bangalore,Contract,2024-07-02 01:11:43,2024,519248,114583,5,1,20,7,31,Single,Yes,Mid,Yes
1191,Sales,Associate,Male,46,Master,10,Pune,Permanent,2020-12-01 19:56:37,2024,1469715,209243,3,5,8,11,52,Married,No,Manager,No
1192,Finance,Executive,Male,42,Diploma,11,Hyderabad,Contract,2018-09-16 09:17:44,2021,1891182,157719,1,13,13,14,11,Married,No,Mid,No
1193,Marketing,Associate,Male,45,Diploma,11,Pune,Contract,2015-09-02 14:23:00,2021,1492894,288159,1,1,22,18,31,Single,No,Manager,Yes
1194,Operations,Analyst,Male,26,MBA,2,Bangalore,Contract,2015-02-05 15:27:56,2019,1251348,265221,4,0,21,47,75,Married,No,Senior,No
1195,Finance,Analyst,Male,27,PhD,20,Delhi,Permanent,2017-06-05 12:32:05,2019,1512250,44067,1,8,19,45,22,Married,No,Senior,No
1196,HR,Analyst,Male,44,MBA,6,Mumbai,Contract,2021-12-30 22:38:29,2024,1632304,22056,3,12,23,27,37,Married,Yes,Mid,No
1197,HR,Analyst,Male,25,MBA,13,Bangalore,Permanent,2020-08-08 03:38:42,2024,1071687,274770,2,4,11,6,37,Single,No,Mid,No
1198,Sales,Analyst,Male,48,Diploma,10,Hyderabad,Contract,2024-04-24 13:54:55,2020,1888033,49328,4,9,29,39,29,Married,No,Junior,No
1199,IT,Analyst,Female,39,MBA,6,Bangalore,Contract,2018-08-04 12:52:48,2019,1374544,72832,3,9,22,6,18,Married,No,Manager,No
1200,Sales,Executive,Male,42,PhD,20,Hyderabad,Contract,2017-01-21 18:44:51,2022,504830,62771,3,3,10,29,42,Single,No,Senior,No
1201,Sales,Senior Engineer,Male,49,MBA,9,Hyderabad,Contract,2020-08-09 22:07:28,2024,1988255,117421,3,11,23,17,42,Married,No,Junior,No
1202,Sales,Associate,Male,56,PhD,10,Hyderabad,Permanent,2016-03-05 23:41:08,2022,1636164,197587,5,10,25,23,8,Married,No,Manager,No
1203,Sales,Analyst,Male,43,MBA,14,Pune,Contract,2015-09-14 18:56:07,2024,534856,84538,5,7,16,5,66,Married,No,Senior,No
1204,Marketing,Executive,Female,44,PhD,18,Delhi,Contract,2023-09-21 15:53:27,2022,1864904,152701,2,14,29,57,14,Single,No,Manager,No
1205,Marketing,Executive,Female,24,MBA,15,Bangalore,Permanent,2022-06-02 05:21:01,2023,1716801,116853,3,4,7,50,39,Single,Yes,Mid,Yes
1206,Finance,Executive,Female,31,MBA,20,Delhi,Permanent,2016-11-24 22:49:03,2022,1411073,109432,5,13,5,3,27,Married,No,Senior,No
1207,HR,Senior Engineer,Female,46,Master,19,Mumbai,Permanent,2017-02-14 17:16:47,2019,1878226,271529,5,6,9,54,69,Single,No,Senior,No
1208,Sales,Associate,Female,29,PhD,11,Bangalore,Contract,2015-04-30 23:47:37,2024,1185686,169360,5,2,5,2,29,Single,Yes,Junior,No
1209,Finance,Senior Engineer,Female,32,PhD,17,Delhi,Permanent,2015-10-09 18:44:37,2019,1941218,238023,2,14,12,48,57,Single,Yes,Manager,Yes
1210,HR,Manager,Female,26,PhD,12,Delhi,Permanent,2020-05-29 04:31:12,2022,336368,187157,2,7,11,53,21,Married,Yes,Mid,No
1211,Operations,Executive,Female,58,Bachelor,4,Mumbai,Permanent,2018-01-10 15:53:42,2021,344109,31251,3,7,19,50,61,Married,No,Mid,No
1212,IT,Manager,Female,59,MBA,3,Hyderabad,Permanent,2017-07-18 14:50:43,2021,1537293,122420,4,2,15,58,79,Single,No,Manager,No
1213,Marketing,Director,Female,50,PhD,13,Bangalore,Permanent,2017-01-09 00:08:31,2021,1274501,176646,3,8,22,46,24,Married,Yes,Manager,No
1214,Operations,Analyst,Female,26,Bachelor,7,Bangalore,Permanent,2022-06-27 08:19:12,2024,327426,291767,5,13,18,57,29,Single,No,Mid,No
1215,HR,Analyst,Female,30,Master,8,Mumbai,Contract,2018-12-22 02:27:53,2020,1204064,237544,5,7,13,5,46,Single,No,Manager,Yes
1216,Operations,Senior Engineer,Female,23,PhD,18,Hyderabad,Permanent,2022-07-10 03:42:43,2023,936925,288267,1,0,9,25,49,Married,No,Junior,No
1217,IT,Associate,Female,22,PhD,2,Bangalore,Contract,2022-06-27 22:39:51,2022,1911887,285205,3,7,27,43,35,Single,Yes,Manager,No
1218,HR,Manager,Female,51,Bachelor,4,Bangalore,Permanent,2019-11-13 06:39:58,2020,1732988,126393,5,11,8,50,69,Single,No,Junior,No
1219,Operations,Associate,Female,32,MBA,20,Bangalore,Permanent,2024-11-14 16:15:03,2021,1801059,274216,5,10,16,37,56,Single,No,Junior,No
1220,Marketing,Senior Engineer,Male,49,Master,17,Hyderabad,Permanent,2018-03-15 21:20:58,2022,1504540,210690,4,14,5,10,25,Single,No,Manager,No
1221,Marketing,Analyst,Female,33,PhD,0,Mumbai,Contract,2016-04-25 22:42:29,2020,813168,101443,1,3,28,51,34,Married,No,Senior,Yes
1222,Finance,Associate,Male,47,MBA,7,Bangalore,Permanent,2022-04-24 16:35:29,2019,1967761,105141,3,5,17,28,7,Single,No,Senior,No
1223,Operations,Associate,Female,34,Master,18,Delhi,Permanent,2022-10-21 03:32:42,2021,1276729,227940,2,13,5,19,74,Married,No,Junior,No
1224,Sales,Analyst,Female,29,Diploma,16,Hyderabad,Permanent,2024-02-28 13:08:32,2020,971367,188904,3,12,7,9,47,Single,Yes,Manager,No
1225,Operations,Manager,Male,49,Diploma,16,Pune,Permanent,2015-09-09 22:35:49,2024,1952641,160517,3,9,26,25,33,Married,Yes,Junior,No
1226,HR,Analyst,Female,51,Master,10,Mumbai,Contract,2022-04-01 01:53:53,2019,344858,184562,4,8,12,47,7,Single,No,Manager,Yes
1227,HR,Associate,Male,30,Bachelor,1,Delhi,Contract,2019-01-11 16:26:13,2021,1569086,49767,3,4,28,26,62,Single,Yes,Manager,No
1228,Operations,Manager,Male,52,Master,5,Bangalore,Contract,2023-02-14 10:09:43,2023,1700762,66057,4,6,22,49,37,Married,Yes,Mid,No
1229,IT,Manager,Male,42,Master,13,Pune,Contract,2024-08-14 09:44:14,2021,1169530,231818,4,12,29,13,79,Married,No,Senior,No
1230,Marketing,Analyst,Female,55,Bachelor,2,Mumbai,Contract,2015-04-15 23:41:34,2024,1893103,240767,5,14,20,35,49,Single,Yes,Senior,No
1231,HR,Associate,Female,52,Bachelor,11,Hyderabad,Permanent,2017-02-23 15:23:27,2023,756185,192115,2,0,24,58,73,Single,No,Mid,No
1232,Marketing,Senior Engineer,Female,46,MBA,3,Pune,Permanent,2019-04-10 11:29:36,2023,1230569,187659,4,8,24,11,36,Single,No,Mid,No
1233,HR,Associate,Male,33,MBA,11,Pune,Permanent,2024-01-04 20:59:22,2023,1389867,285508,1,13,20,51,56,Single,No,Mid,No
1234,Finance,Executive,Male,22,Bachelor,12,Delhi,Contract,2019-02-06 01:16:10,2022,1387381,207160,1,5,6,58,68,Single,Yes,Junior,No
1235,Sales,Director,Female,43,Diploma,1,Mumbai,Permanent,2016-09-26 10:46:23,2022,1447407,97015,2,10,21,22,44,Married,Yes,Junior,No
1236,HR,Senior Engineer,Female,58,Diploma,1,Delhi,Contract,2016-07-25 08:32:56,2023,449515,158470,4,3,14,20,17,Married,Yes,Junior,No
1237,Marketing,Manager,Female,22,Master,14,Delhi,Permanent,2016-01-17 15:03:59,2019,309290,45345,2,5,11,7,78,Single,Yes,Junior,Yes
1238,Finance,Senior Engineer,Female,22,PhD,16,Bangalore,Contract,2021-09-10 23:01:15,2023,1742003,225407,5,4,14,38,33,Married,Yes,Junior,No
1239,HR,Manager,Female,42,Master,6,Hyderabad,Permanent,2023-04-01 11:46:09,2020,1694354,174125,1,2,23,57,67,Married,No,Senior,No
1240,IT,Manager,Male,36,Master,13,Pune,Permanent,2024-07-25 08:18:13,2023,1129722,276624,3,6,24,8,30,Single,No,Senior,No
1241,Sales,Senior Engineer,Male,38,PhD,11,Mumbai,Permanent,2021-09-01 20:54:27,2022,385186,149022,1,2,13,23,63,Married,No,Manager,No
1242,HR,Manager,Male,43,Bachelor,16,Hyderabad,Permanent,2024-05-17 01:51:51,2022,1878013,248273,4,12,26,30,53,Single,No,Senior,No
1243,Finance,Manager,Female,59,Diploma,13,Hyderabad,Contract,2020-08-25 06:55:24,2020,1128424,173023,2,13,21,24,57,Married,No,Mid,No
1244,IT,Executive,Male,56,Master,5,Mumbai,Permanent,2016-04-02 16:47:54,2020,579860,249351,1,14,13,16,35,Married,No,Senior,No
1245,Operations,Associate,Male,37,PhD,18,Hyderabad,Permanent,2016-08-06 17:35:51,2021,1886485,292875,3,12,13,41,16,Married,Yes,Mid,Yes
1246,Finance,Associate,Male,29,MBA,5,Bangalore,Permanent,2016-01-29 04:11:46,2019,1748612,169816,3,1,9,28,62,Married,No,Senior,No
1247,Finance,Director,Male,38,Master,17,Hyderabad,Contract,2022-12-07 23:16:41,2019,1085088,23934,2,13,28,59,40,Married,No,Junior,No
1248,IT,Director,Male,38,Diploma,4,Bangalore,Permanent,2015-02-27 14:01:19,2019,1199497,96945,2,3,11,2,14,Single,Yes,Senior,No
1249,Finance,Executive,Female,47,Bachelor,5,Pune,Permanent,2015-04-30 10:13:55,2024,1467950,271554,1,6,15,20,10,Married,No,Manager,No
1250,IT,Director,Male,34,Master,1,Pune,Permanent,2015-08-30 04:43:11,2022,1653818,116946,4,4,12,56,11,Single,No,Junior,No
1251,HR,Senior Engineer,Female,38,Master,7,Delhi,Permanent,2018-07-26 07:05:24,2019,1663963,116344,5,13,29,7,35,Married,Yes,Junior,No
1252,IT,Analyst,Female,59,PhD,14,Bangalore,Permanent,2017-11-21 14:57:57,2021,677275,159244,3,8,18,13,76,Married,No,Manager,Yes
1253,IT,Analyst,Female,38,MBA,14,Pune,Contract,2019-04-22 02:42:58,2021,1872566,47358,2,9,6,57,7,Married,No,Senior,No
1254,Sales,Analyst,Female,35,MBA,10,Hyderabad,Contract,2023-04-11 23:56:58,2019,1115182,217385,5,14,14,38,51,Single,No,Senior,No
1255,IT,Executive,Female,27,Bachelor,0,Mumbai,Contract,2015-03-12 15:15:10,2020,1571258,149774,5,6,25,15,5,Married,No,Manager,No
1256,IT,Executive,Male,56,Diploma,17,Mumbai,Permanent,2024-10-29 15:16:06,2021,1234814,105997,5,11,28,17,49,Married,No,Junior,No
1257,Operations,Manager,Male,35,Bachelor,11,Bangalore,Contract,2021-03-16 21:38:33,2020,1141830,261830,4,13,20,30,58,Single,No,Manager,Yes
1258,HR,Analyst,Female,29,Master,11,Delhi,Permanent,2020-03-09 21:40:09,2022,1037902,158876,2,8,20,10,54,Single,Yes,Mid,No
1259,Sales,Senior Engineer,Female,36,Master,10,Hyderabad,Permanent,2016-10-18 22:59:20,2024,1292711,229820,3,13,23,37,11,Single,No,Mid,No
1260,Operations,Director,Female,48,MBA,7,Bangalore,Permanent,2020-02-15 16:50:51,2021,606489,107189,2,8,15,19,67,Married,No,Senior,No
1261,Marketing,Senior Engineer,Male,34,Diploma,6,Mumbai,Permanent,2022-06-07 14:45:41,2020,917718,107507,1,11,10,52,19,Married,Yes,Junior,Yes
1262,HR,Director,Female,52,PhD,20,Bangalore,Contract,2023-05-29 11:51:12,2019,414921,119248,3,1,10,45,71,Married,No,Mid,No
1263,HR,Analyst,Male,56,Diploma,1,Hyderabad,Contract,2023-08-29 14:14:01,2022,916017,44604,2,14,11,52,34,Married,No,Manager,Yes
1264,Marketing,Analyst,Female,27,Master,10,Pune,Contract,2017-09-25 07:34:50,2023,1924707,188990,3,0,20,44,72,Single,Yes,Senior,No
1265,IT,Analyst,Male,26,PhD,9,Hyderabad,Permanent,2021-05-09 10:48:56,2023,965582,149716,1,10,17,3,40,Single,No,Senior,No
1266,Operations,Executive,Female,43,Diploma,2,Pune,Contract,2021-01-08 15:24:21,2019,1249013,201921,3,3,7,19,71,Married,Yes,Junior,No
1267,Finance,Director,Male,44,Diploma,19,Pune,Contract,2024-05-22 17:00:07,2022,431458,181919,5,3,28,30,9,Single,No,Mid,No
1268,Sales,Executive,Female,46,PhD,9,Pune,Permanent,2021-10-23 07:04:55,2022,629314,30680,4,12,28,19,29,Single,No,Senior,No
1269,Finance,Executive,Male,55,Master,17,Bangalore,Contract,2019-09-29 12:52:11,2022,340878,133508,1,1,13,10,15,Single,Yes,Manager,No
1270,Marketing,Associate,Male,47,Diploma,13,Mumbai,Permanent,2024-06-11 15:50:19,2022,500741,115619,3,2,28,49,76,Married,No,Mid,No
1271,HR,Senior Engineer,Male,26,PhD,17,Bangalore,Contract,2015-09-14 16:54:42,2023,1325184,75037,1,2,7,0,70,Single,No,Senior,No
1272,HR,Senior Engineer,Male,47,Master,7,Mumbai,Contract,2022-03-03 16:41:21,2020,1517997,119969,5,4,10,43,32,Married,No,Senior,No
1273,Sales,Manager,Male,41,PhD,9,Hyderabad,Contract,2019-04-07 11:05:18,2022,1863764,131115,4,0,29,17,64,Married,Yes,Mid,No
1274,HR,Executive,Male,27,PhD,12,Delhi,Permanent,2023-01-13 12:44:49,2020,1963216,78914,1,8,21,38,14,Married,Yes,Mid,No
1275,HR,Director,Male,27,Diploma,20,Hyderabad,Contract,2022-07-25 22:30:37,2022,1763321,177381,5,7,7,43,54,Single,No,Junior,Yes
1276,Sales,Associate,Female,39,Master,7,Bangalore,Contract,2020-08-17 15:43:27,2021,1288807,127255,5,7,6,32,43,Single,No,Manager,No
1277,Operations,Associate,Female,25,Diploma,3,Bangalore,Contract,2024-04-12 05:59:55,2024,1783313,30349,5,2,16,53,41,Single,No,Junior,No
1278,Operations,Senior Engineer,Female,38,Bachelor,3,Mumbai,Contract,2019-03-11 08:30:39,2021,842671,226068,3,1,28,35,67,Single,No,Junior,No
1279,Sales,Executive,Female,35,Bachelor,4,Bangalore,Permanent,2016-01-18 13:44:06,2024,960261,48525,2,0,10,17,65,Married,No,Manager,No
1280,Marketing,Manager,Female,35,Master,0,Pune,Permanent,2024-02-02 07:49:59,2021,1129321,288092,1,11,14,46,42,Married,Yes,Manager,Yes
1281,HR,Executive,Male,34,PhD,16,Bangalore,Contract,2021-10-24 17:18:38,2022,1887497,34498,2,5,15,30,37,Married,Yes,Junior,No
1282,HR,Analyst,Male,28,Diploma,1,Mumbai,Contract,2018-10-23 02:43:23,2020,886532,241582,5,12,20,34,79,Single,No,Mid,No
1283,Marketing,Executive,Male,36,Diploma,7,Mumbai,Contract,2023-09-23 18:25:15,2024,490091,79790,2,9,20,38,49,Single,No,Manager,No
1284,Operations,Analyst,Male,40,Master,6,Pune,Permanent,2024-07-27 13:46:18,2023,1228211,46245,5,0,28,37,48,Single,No,Junior,Yes
1285,IT,Analyst,Male,56,Master,14,Mumbai,Contract,2018-12-09 04:27:30,2019,1694317,151310,5,13,22,14,5,Married,No,Mid,Yes
1286,IT,Manager,Female,38,Bachelor,4,Delhi,Contract,2019-09-09 09:59:09,2024,1000461,66659,4,10,26,46,57,Married,No,Senior,Yes
1287,IT,Director,Female,56,MBA,1,Hyderabad,Permanent,2021-06-25 08:37:46,2024,1000066,94874,4,4,27,5,51,Single,No,Mid,No
1288,Operations,Senior Engineer,Female,40,Master,6,Bangalore,Permanent,2015-03-07 07:37:53,2023,1032444,146618,2,8,28,7,37,Married,Yes,Junior,No
1289,Operations,Executive,Female,41,MBA,7,Delhi,Permanent,2022-09-20 13:32:28,2022,315115,95885,1,10,13,39,71,Married,No,Manager,Yes
1290,Marketing,Analyst,Male,57,Master,6,Bangalore,Contract,2021-07-13 02:07:31,2021,1423955,66350,2,8,25,21,19,Single,No,Mid,No
1291,HR,Executive,Male,56,PhD,6,Delhi,Permanent,2019-01-05 06:39:58,2021,1582129,274251,1,12,23,0,18,Single,No,Mid,No
1292,Marketing,Director,Male,53,PhD,13,Bangalore,Permanent,2016-08-13 03:04:16,2020,864267,257275,2,11,6,57,27,Married,No,Mid,No
1293,Marketing,Senior Engineer,Female,45,Bachelor,20,Pune,Contract,2022-04-01 15:46:58,2022,996001,59913,3,14,28,12,58,Single,No,Manager,No
1294,Operations,Director,Male,38,Bachelor,17,Mumbai,Permanent,2021-11-23 02:31:54,2023,893665,255237,3,3,5,54,12,Married,No,Manager,No
1295,IT,Senior Engineer,Female,28,MBA,5,Mumbai,Contract,2015-02-16 15:31:12,2022,830704,102168,1,6,20,23,58,Single,Yes,Mid,No
1296,Finance,Associate,Male,22,Master,3,Pune,Contract,2019-09-30 12:49:29,2022,1228137,215982,4,13,26,20,40,Married,No,Mid,Yes
1297,HR,Senior Engineer,Male,56,Diploma,9,Delhi,Permanent,2021-05-27 07:46:14,2021,690929,174557,1,10,22,44,56,Single,No,Junior,No
1298,Operations,Manager,Female,53,Bachelor,17,Hyderabad,Contract,2015-03-21 10:37:39,2023,955954,69875,2,6,7,42,10,Single,Yes,Manager,No
1299,IT,Director,Male,57,Diploma,11,Delhi,Permanent,2015-07-24 07:40:54,2019,707609,165991,5,3,28,3,32,Single,Yes,Mid,No
1300,Finance,Analyst,Male,34,Diploma,15,Mumbai,Permanent,2020-02-07 09:24:23,2024,728596,29586,3,4,5,6,54,Married,No,Manager,Yes
1301,Finance,Associate,Female,27,Master,6,Hyderabad,Permanent,2023-07-17 15:50:39,2021,1000416,71986,5,10,10,59,42,Married,Yes,Manager,No
1302,Operations,Manager,Male,35,MBA,5,Bangalore,Contract,2017-03-05 01:47:46,2023,1741084,48807,3,8,23,11,34,Single,No,Manager,No
1303,Sales,Executive,Female,58,Master,4,Hyderabad,Permanent,2020-06-01 11:18:04,2020,942531,236992,2,6,26,58,77,Married,No,Junior,No
1304,HR,Director,Male,36,Bachelor,2,Delhi,Contract,2021-09-08 23:05:42,2024,1222365,88625,3,6,23,12,58,Married,No,Senior,No
1305,Finance,Analyst,Male,25,Diploma,11,Pune,Contract,2024-08-05 19:41:08,2024,927358,298577,1,9,15,53,75,Single,No,Manager,No
1306,Operations,Senior Engineer,Male,37,Master,14,Bangalore,Contract,2016-03-11 20:13:43,2021,1908990,53282,5,6,12,43,50,Single,No,Manager,Yes
1307,Operations,Analyst,Male,49,Master,9,Delhi,Permanent,2015-05-31 16:12:05,2020,904670,96519,5,14,9,15,32,Single,No,Mid,No
1308,IT,Executive,Male,37,Master,19,Bangalore,Contract,2019-12-13 18:24:38,2021,1571361,260346,2,8,24,5,21,Married,No,Manager,No
1309,Sales,Associate,Male,25,Bachelor,18,Hyderabad,Contract,2016-02-08 01:27:20,2022,1251186,150843,5,4,13,13,52,Single,No,Senior,No
1310,HR,Associate,Male,47,MBA,15,Mumbai,Permanent,2016-12-09 02:01:33,2023,842516,128333,2,5,19,50,48,Married,Yes,Manager,No
